channelKey,year,month,uploads_count_Normal,uploads_count_Short,views_total_Normal,views_total_Short,likes_total_Normal,likes_total_Short,comments_total_Normal,comments_total_Short,likes_per_1k_views_Normal,likes_per_1k_views_Short,comments_per_1k_views_Normal,comments_per_1k_views_Short,engagement_per_1k_views_Normal,engagement_per_1k_views_Short,avg_views_per_video_Normal,avg_views_per_video_Short,avg_duration_seconds_Normal,avg_duration_seconds_Short,views_mom_pct_Normal,views_mom_pct_Short,uploads_share_within_channel_month_Normal,uploads_share_within_channel_month_Short,views_share_within_channel_month_Normal,views_share_within_channel_month_Short,likes_per_1k_views_short_minus_normal,likes_per_1k_views_short_div_normal,comments_per_1k_views_short_minus_normal,comments_per_1k_views_short_div_normal,engagement_per_1k_views_short_minus_normal,engagement_per_1k_views_short_div_normal,avg_views_per_video_short_minus_normal,avg_views_per_video_short_div_normal
@theoffice,2024,2024-09,12.0,10.0,8008786.0,4773819.0,135408.0,242716.0,3263.0,1118.0,16.91,50.84,0.41,0.23,17.31,51.08,667398.83,477381.9,913.33,54.5,-0.3118,-0.3448,0.5455,0.4545,0.6265,0.3735,33.93,3.007,-0.18,0.561,33.77,2.951,-190016.93,0.715
@theoffice,2024,2024-10,13.0,9.0,13365365.0,2369506.0,140370.0,103926.0,3821.0,1113.0,10.5,43.86,0.29,0.47,10.79,44.33,1028105.0,263278.44,1349.08,41.22,0.6688,-0.5036,0.5909,0.4091,0.8494,0.1506,33.36,4.177,0.18,1.621,33.54,4.108,-764826.56,0.256
@theoffice,2024,2024-11,11.0,6.0,20619314.0,1389348.0,224131.0,62452.0,5533.0,406.0,10.87,44.95,0.27,0.29,11.14,45.24,1874483.09,231558.0,1828.55,56.67,0.5427,-0.4137,0.6471,0.3529,0.9369,0.0631,34.08,4.135,0.02,1.074,34.1,4.061,-1642925.09,0.124
@theoffice,2024,2024-12,10.0,5.0,10907662.0,739994.0,118878.0,20383.0,3076.0,299.0,10.9,27.54,0.28,0.4,11.18,27.95,1090766.2,147998.8,1537.0,67.6,-0.471,-0.4674,0.6667,0.3333,0.9365,0.0635,16.64,2.527,0.12,1.429,16.77,2.5,-942767.4,0.136
@ESPN,2025,2025-01,342.0,963.0,33420422.0,73912003.0,352522.0,2263904.0,78132.0,71941.0,10.55,30.63,2.34,0.97,12.89,31.6,97720.5321637427,76751.82035306335,885.4736842105264,42.48390446521287,,,0.2620689655172414,0.7379310344827587,0.31137302637110825,0.6886269736288917,20.08,2.9033175355450234,-1.3699999999999999,0.41452991452991456,18.71,2.451512800620636,-20968.71181067935,0.7854216371279711
@ESPN,2025,2025-02,352.0,935.0,72061775.0,258954455.0,700171.0,9589207.0,186505.0,138828.0,9.72,37.03,2.59,0.54,12.3,37.57,204720.95170454544,276956.63636363635,894.5028409090909,34.775401069518715,1.1562197808274233,2.503550769690276,0.27350427350427353,0.7264957264957265,0.21769861556335168,0.7823013844366483,27.310000000000002,3.809670781893004,-2.05,0.20849420849420852,25.27,3.054471544715447,72235.68465909091,1.3528494961441069
@ESPN,2025,2025-03,458.0,1025.0,46351139.0,149777549.0,498350.0,5076010.0,154949.0,125247.0,10.75,33.89,3.34,0.84,14.09,34.73,101203.36026200873,146124.4380487805,788.5873362445415,33.06439024390244,-0.3567860491918219,-0.42160659487399044,0.3088334457181389,0.6911665542818611,0.2363302353809658,0.7636697646190342,23.14,3.1525581395348836,-2.5,0.25149700598802394,20.639999999999997,2.4648687012065293,44921.077786771755,1.443869429537459
@ESPN,2025,2025-04,351.0,1005.0,56869606.0,469628611.0,596992.0,10094461.0,168917.0,177775.0,10.5,21.49,2.97,0.38,13.47,21.87,162021.66951566952,467292.1502487562,867.8689458689458,37.0547263681592,0.22693006530001347,2.135507385022037,0.2588495575221239,0.7411504424778761,0.10801481213753095,0.891985187862469,10.989999999999998,2.0466666666666664,-2.5900000000000003,0.12794612794612795,8.4,1.623608017817372,305270.4807330867,2.8841336572177663
@ESPN,2025,2025-05,320.0,1083.0,55238264.0,380832585.0,499992.0,5910826.0,158541.0,174381.0,9.05,15.52,2.87,0.46,11.92,15.98,172619.575,351645.96952908585,994.13125,32.822714681440445,-0.02868565679881796,-0.1890771216236653,0.22808267997148968,0.7719173200285103,0.1266726820347489,0.8733273179652511,6.469999999999999,1.714917127071823,-2.41,0.1602787456445993,4.0600000000000005,1.3406040268456376,179026.39452908584,2.0371152549129254
@ESPN,2025,2025-06,327.0,1089.0,47879601.0,232537735.0,422932.0,4648274.0,148946.0,127448.0,8.83,19.99,3.11,0.55,11.94,20.54,146420.79816513762,213533.27364554637,802.9082568807339,29.99449035812672,-0.1332167679998053,-0.38939643255579093,0.2309322033898305,0.7690677966101694,0.17074408338291894,0.8292559166170811,11.159999999999998,2.263873159682899,-2.5599999999999996,0.17684887459807075,8.6,1.7202680067001674,67112.47548040876,1.4583534328553336
@ESPN,2025,2025-07,308.0,1008.0,43491560.0,291801434.0,510406.0,4604611.0,94802.0,106644.0,11.74,15.78,2.18,0.37,13.92,16.15,141206.36363636365,289485.5496031746,965.931818181818,30.348214285714285,-0.0916474011552435,0.2548562666614087,0.23404255319148937,0.7659574468085106,0.12971210487028548,0.8702878951297145,4.039999999999999,1.3441226575809198,-1.81,0.16972477064220182,2.2299999999999986,1.1602011494252873,148279.18596681097,2.0500885523025105
@ESPN,2025,2025-08,270.0,885.0,22276947.0,247629983.0,188753.0,4025833.0,42722.0,97884.0,8.47,16.26,1.92,0.4,10.39,16.65,82507.21111111112,279807.8903954802,919.4629629629628,31.38305084745763,-0.48778689474463555,-0.1513750305970052,0.23376623376623376,0.7662337662337663,0.08253566145930377,0.9174643385406962,7.790000000000001,1.9197166469893743,-1.52,0.20833333333333334,6.259999999999998,1.6025024061597688,197300.6792843691,3.3913143666759926
@ESPN,2025,2025-09,286.0,824.0,36304067.0,107502009.0,416473.0,1452292.0,68255.0,57347.0,11.47,13.51,1.88,0.53,13.35,14.04,126937.2972027972,130463.6031553398,991.6293706293708,34.22330097087379,0.6296697657897197,-0.5658764431607621,0.25765765765765763,0.7423423423423423,0.2524515514907729,0.7475484485092271,2.039999999999999,1.1778552746294682,-1.3499999999999999,0.2819148936170213,0.6899999999999995,1.051685393258427,3526.305952542607,1.0277799041751214
@ESPN,2025,2025-10,257.0,755.0,26973639.0,74951848.0,274547.0,1080209.0,62025.0,51331.0,10.18,14.41,2.3,0.68,12.48,15.1,104955.79377431907,99273.97086092715,1171.5097276264592,37.86622516556291,-0.2570077892374978,-0.30278653676137346,0.25395256916996045,0.7460474308300395,0.2646407664453936,0.7353592335546064,4.23,1.4155206286836937,-1.6199999999999997,0.29565217391304355,2.619999999999999,1.2099358974358974,-5681.822913391923,0.9458646091933786
@HouseofHighlights,2025,2025-01,13.0,39.0,409730.0,250774345.0,6670.0,5846635.0,1609.0,32292.0,16.28,23.31,3.93,0.13,20.21,23.44,31517.69230769231,6430111.41025641,479.46153846153845,35.0,,,0.25,0.75,0.001631194175028811,0.9983688058249712,7.029999999999998,1.4318181818181817,-3.8000000000000003,0.03307888040712468,3.2300000000000004,1.1598218703612073,6398593.717948718,204.0159332568602
@HouseofHighlights,2025,2025-02,50.0,49.0,5299747.0,121572785.0,56823.0,4848996.0,7284.0,41967.0,10.72,39.89,1.37,0.35,12.1,40.23,105994.94,2481077.2448979593,683.54,34.97959183673469,11.934730188172699,-0.5152104374951114,0.5050505050505051,0.494949494949495,0.04177221748833703,0.958227782511663,29.17,3.7210820895522385,-1.02,0.2554744525547445,28.129999999999995,3.324793388429752,2375082.3048979593,23.407506480007058
@HouseofHighlights,2025,2025-03,37.0,43.0,1375612.0,70052168.0,20632.0,1014753.0,2960.0,6819.0,15.0,14.49,2.15,0.1,17.15,14.58,37178.7027027027,1629120.1860465116,524.1081081081081,38.76744186046512,-0.7404381756336671,-0.4237841306341711,0.4625,0.5375,0.019258781387297773,0.9807412186127022,-0.5099999999999998,0.966,-2.05,0.04651162790697675,-2.5699999999999985,0.8501457725947522,1591941.483343809,43.81863990988806
@HouseofHighlights,2025,2025-04,122.0,30.0,9999259.0,77950246.0,85173.0,1169173.0,7333.0,16666.0,8.52,15.0,0.73,0.21,9.25,15.21,81961.1393442623,2598341.533333333,649.6475409836065,43.266666666666666,6.2689530187291185,0.11274566120494667,0.8026315789473685,0.19736842105263158,0.11369318110431662,0.8863068188956834,6.48,1.7605633802816902,-0.52,0.2876712328767123,5.960000000000001,1.6443243243243244,2516380.393989071,31.702115833449923
@HouseofHighlights,2025,2025-05,247.0,37.0,16168804.0,115532555.0,143372.0,1855945.0,16219.0,12226.0,8.87,16.06,1.0,0.11,9.87,16.17,65460.74493927125,3122501.4864864866,618.4048582995952,24.486486486486488,0.6170002197162809,0.482132012771326,0.8697183098591549,0.13028169014084506,0.122768695196228,0.877231304803772,7.1899999999999995,1.810597519729425,-0.89,0.11,6.3000000000000025,1.6382978723404258,3057040.7415472153,47.70036591217026
@HouseofHighlights,2025,2025-06,302.0,63.0,39558550.0,15704435.0,358649.0,265025.0,54802.0,8998.0,9.07,16.88,1.39,0.57,10.45,17.45,130988.5761589404,249276.74603174604,620.1854304635762,32.73015873015873,1.446597163278125,-0.864069179462014,0.8273972602739726,0.1726027397260274,0.7158236204577079,0.2841763795422922,7.809999999999999,1.861080485115766,-0.82,0.41007194244604317,7.0,1.6698564593301435,118288.16987280564,1.9030418784709577
@HouseofHighlights,2025,2025-07,209.0,40.0,18922523.0,64759676.0,164758.0,973174.0,20330.0,8192.0,8.71,15.03,1.07,0.13,9.78,15.15,90538.38755980862,1618991.9,635.9569377990431,20.075,-0.5216578211284286,3.123655260440761,0.8393574297188755,0.1606425702811245,0.22612363472905392,0.773876365270946,6.3199999999999985,1.7256027554535014,-0.9400000000000001,0.12149532710280374,5.370000000000001,1.5490797546012272,1528453.5124401913,17.881828290022423
@HouseofHighlights,2025,2025-08,270.0,97.0,18680702.0,50688243.0,156400.0,1008587.0,15885.0,15205.0,8.37,19.9,0.85,0.3,9.22,20.2,69187.78518518519,522559.206185567,586.8518518518518,35.25773195876289,-0.012779532623635848,-0.21728695801381093,0.7356948228882834,0.26430517711171664,0.2692948840435731,0.730705115956427,11.53,2.3775388291517325,-0.55,0.35294117647058826,10.979999999999999,2.1908893709327546,453371.4210003818,7.55276678949769
@HouseofHighlights,2025,2025-09,258.0,304.0,27102243.0,50487175.0,211187.0,780752.0,23781.0,15283.0,7.79,15.46,0.88,0.3,8.67,15.77,105047.45348837209,166076.23355263157,578.5503875968992,32.848684210526315,0.4508150175512675,-0.003966758129690939,0.45907473309608543,0.5409252669039146,0.3493033418551999,0.6506966581448002,7.670000000000001,1.9845956354300387,-0.5800000000000001,0.3409090909090909,7.1,1.8189158016147635,61028.78006425948,1.5809639171406937
@HouseofHighlights,2025,2025-10,52.0,450.0,14888595.0,94822197.0,124439.0,1655849.0,17797.0,42740.0,8.36,17.46,1.2,0.45,9.55,17.91,286319.1346153846,210715.99333333335,572.75,28.486666666666668,-0.4506508188270617,0.8781442415821443,0.10358565737051793,0.896414342629482,0.13570766128458903,0.864292338715411,9.100000000000001,2.0885167464114835,-0.75,0.375,8.36,1.875392670157068,-75603.14128205128,0.7359479959884283
@NBA,2025,2025-01,474.0,360.0,110250820.0,34555024.0,1174375.0,909238.0,141237.0,24727.0,10.65,26.31,1.28,0.72,11.93,27.03,232596.66666666666,95986.17777777778,1850.9789029535864,53.922222222222224,,,0.5683453237410072,0.4316546762589928,0.761369962389087,0.238630037610913,15.659999999999998,2.4704225352112674,-0.56,0.5625,15.100000000000001,2.2657166806370497,-136610.48888888888,0.4126721984169067
@NBA,2025,2025-02,410.0,630.0,134133758.0,82776864.0,1373539.0,2653456.0,152372.0,52274.0,10.24,32.06,1.14,0.63,11.38,32.69,327155.5073170732,131391.84761904762,1787.139024390244,37.14126984126984,0.21662367681256245,1.395508797794497,0.3942307692307692,0.6057692307692307,0.6183826165968027,0.3816173834031973,21.82,3.130859375,-0.5099999999999999,0.5526315789473685,21.309999999999995,2.8725834797891032,-195763.65969802556,0.40161893864040943
@NBA,2025,2025-03,486.0,404.0,124834965.0,32648494.0,1367451.0,1068465.0,173101.0,27650.0,10.95,32.73,1.39,0.85,12.34,33.57,256862.06790123458,80813.10396039604,1735.8189300411525,35.40346534653465,-0.06932477803238768,-0.6055843091615551,0.5460674157303371,0.45393258426966293,0.7926862020474162,0.2073137979525837,21.779999999999998,2.989041095890411,-0.5399999999999999,0.6115107913669064,21.23,2.720421393841167,-176048.96394083853,0.31461673037479904
@NBA,2025,2025-04,387.0,410.0,139016337.0,67985995.0,1426616.0,1342894.0,181527.0,32994.0,10.26,19.75,1.31,0.49,11.57,20.24,359215.3410852713,165819.5,2348.894056847545,35.25121951219512,0.11360096107689066,1.0823623595011762,0.48557089084065247,0.5144291091593476,0.6715689415518276,0.32843105844817244,9.49,1.9249512670565303,-0.8200000000000001,0.3740458015267175,8.669999999999998,1.7493517718236817,-193395.84108527133,0.4616158638966296
@NBA,2025,2025-05,279.0,343.0,116946338.0,31101968.0,1137257.0,696416.0,152234.0,27298.0,9.72,22.39,1.3,0.88,11.03,23.27,419162.5017921147,90676.29154518951,2900.200716845878,35.62390670553936,-0.1587583119817062,-0.5425238977527651,0.44855305466237944,0.5514469453376206,0.7899201359318492,0.21007986406815082,12.67,2.3034979423868314,-0.42000000000000004,0.6769230769230768,12.24,2.1097008159564825,-328486.2102469252,0.21632729826142888
@NBA,2025,2025-06,171.0,448.0,53544822.0,61475108.0,536705.0,1163557.0,67455.0,35941.0,10.02,18.93,1.26,0.58,11.28,19.51,313127.6140350877,137221.2232142857,2656.245614035088,36.870535714285715,-0.5421419523200461,0.9765664989430893,0.2762520193861066,0.7237479806138933,0.4655264700647966,0.5344735299352034,8.91,1.8892215568862276,-0.68,0.4603174603174603,8.230000000000002,1.7296099290780145,-175906.390820802,0.4382277929627417
@NBA,2025,2025-07,168.0,192.0,17885066.0,19622907.0,212815.0,511215.0,20831.0,12945.0,11.9,26.05,1.16,0.66,13.06,26.71,106458.72619047618,102202.640625,1410.7261904761904,46.369791666666664,-0.6659795414017811,-0.6807991455663649,0.4666666666666667,0.5333333333333333,0.476833712128352,0.523166287871648,14.15,2.1890756302521006,-0.4999999999999999,0.5689655172413793,13.65,2.045176110260337,-4256.085565476184,0.9600212615933316
@NBA,2025,2025-08,32.0,80.0,4187249.0,6771049.0,40788.0,123507.0,2290.0,4277.0,9.74,18.24,0.55,0.63,10.29,18.87,130851.53125,84638.1125,3041.0625,56.375,-0.765880148275662,-0.654941594535407,0.2857142857142857,0.7142857142857143,0.3821076046663451,0.6178923953336549,8.499999999999998,1.872689938398357,0.07999999999999996,1.1454545454545453,8.580000000000002,1.8338192419825075,-46213.41875,0.6468255410652675
@NBA,2025,2025-09,75.0,210.0,4998883.0,17945954.0,84675.0,315980.0,12235.0,11300.0,16.94,17.61,2.45,0.63,19.39,18.24,66651.77333333333,85456.92380952381,2061.2,47.114285714285714,0.1938346632836978,1.650394938804903,0.2631578947368421,0.7368421052631579,0.21786526528822148,0.7821347347117785,0.6699999999999982,1.0395513577331759,-1.8200000000000003,0.2571428571428571,-1.1500000000000021,0.9406910778751932,18805.15047619048,1.2821402872830363
@NBA,2025,2025-10,276.0,502.0,95302761.0,68535418.0,1012169.0,1221600.0,109558.0,42000.0,10.62,17.82,1.15,0.61,11.77,18.44,345299.85869565216,136524.73705179282,1188.626811594203,38.14342629482072,18.06481127883969,2.818989951718365,0.35475578406169667,0.6452442159383034,0.5816883560455101,0.41831164395449,7.200000000000001,1.6779661016949154,-0.5399999999999999,0.5304347826086957,6.670000000000002,1.5666949872557352,-208775.12164385934,0.39538022855701754
@Veritasium,2025,2025-01,3.0,,30089240.0,,574449.0,,19522.0,,19.09,,0.65,,19.74,,10029746.666666666,,1498.6666666666667,,,,,,,,,,,,,,,
@Veritasium,2025,2025-02,3.0,1.0,40772489.0,2576257.0,892114.0,105111.0,45934.0,872.0,21.88,40.8,1.13,0.34,23.01,41.14,13590829.666666666,2576257.0,1331.3333333333333,126.0,0.3550521382394505,,0.75,0.25,0.9405690536007663,0.05943094639923378,18.919999999999998,1.8647166361974405,-0.7899999999999998,0.3008849557522124,18.13,1.7879182963928726,-11014572.666666666,0.1895584790028394
@Veritasium,2025,2025-03,2.0,1.0,24458831.0,7693511.0,532349.0,212828.0,30035.0,2932.0,21.77,27.66,1.23,0.38,22.99,28.04,12229415.5,7693511.0,1864.5,102.0,-0.4001143516158653,1.9863134772656612,0.6666666666666666,0.3333333333333333,0.7607169331552893,0.23928306684471073,5.890000000000001,1.270555810748737,-0.85,0.3089430894308943,5.050000000000001,1.2196607220530666,-4535904.5,0.6290988314200299
@Veritasium,2025,2025-04,3.0,2.0,43858873.0,41748300.0,905798.0,170685.0,52757.0,27034.0,20.65,4.09,1.2,0.65,21.86,4.74,14619624.333333334,20874150.0,1886.6666666666667,77.5,0.7931712680790017,4.426430143532647,0.6,0.4,0.512327080348746,0.487672919651254,-16.56,0.1980629539951574,-0.5499999999999999,0.5416666666666667,-17.119999999999997,0.21683440073193047,6254525.666666666,1.4278171260807362
@Veritasium,2025,2025-05,1.0,1.0,28105925.0,10579206.0,706285.0,292989.0,44349.0,2685.0,25.13,27.69,1.58,0.25,26.71,27.95,28105925.0,10579206.0,3248.0,64.0,-0.3591735701918287,-0.7465955260453718,0.5,0.5,0.7265304336180224,0.2734695663819776,2.5600000000000023,1.1018702745722244,-1.33,0.1582278481012658,1.2399999999999984,1.0464245600898539,-17526719.0,0.37640483278881587
@Veritasium,2025,2025-06,3.0,1.0,24976899.0,8360396.0,569342.0,226008.0,29960.0,4785.0,22.79,27.03,1.2,0.57,23.99,27.61,8325633.0,8360396.0,1859.3333333333333,67.0,-0.11132976409778361,-0.2097331312009616,0.75,0.25,0.7492179254495603,0.25078207455043966,4.240000000000002,1.186046511627907,-0.63,0.475,3.620000000000001,1.1508962067528137,34763.0,1.004175418253483
@Veritasium,2025,2025-07,1.0,3.0,9531796.0,19407751.0,236262.0,750594.0,8759.0,14119.0,24.79,38.67,0.92,0.73,25.71,39.4,9531796.0,6469250.333333333,1952.0,99.66666666666669,-0.6183755237189372,1.3213913551463352,0.25,0.75,0.3293692192210196,0.6706307807789804,13.880000000000003,1.5599031867688586,-0.19000000000000006,0.7934782608695652,13.689999999999998,1.5324776351614158,-3062545.666666667,0.6787021389603106
@Veritasium,2025,2025-08,3.0,4.0,33255176.0,75010191.0,840564.0,2892453.0,57937.0,35596.0,25.28,38.56,1.74,0.47,27.02,39.04,11085058.666666666,18752547.75,2456.0,118.5,2.488867785252643,2.8649604995447437,0.42857142857142855,0.5714285714285714,0.3071635641340411,0.6928364358659589,13.280000000000001,1.5253164556962024,-1.27,0.27011494252873564,12.02,1.4448556624722428,7667489.083333334,1.6916958505948068
@Veritasium,2025,2025-09,3.0,2.0,25397595.0,8526132.0,680731.0,351460.0,35470.0,2737.0,26.8,41.22,1.4,0.32,28.2,41.54,8465865.0,4263066.0,2034.6666666666667,147.0,-0.23628144382697003,-0.8863336849788851,0.6,0.4,0.7486675918598213,0.2513324081401787,14.419999999999998,1.5380597014925372,-1.0799999999999998,0.2285714285714286,13.34,1.473049645390071,-4202799.0,0.5035594118261985
@Veritasium,2025,2025-10,1.0,4.0,2086876.0,22104403.0,88244.0,601201.0,8010.0,10390.0,42.29,27.2,3.84,0.47,46.12,27.67,2086876.0,5526100.75,1730.0,97.75,-0.9178317474548279,1.5925475936802291,0.2,0.8,0.08626563316474503,0.913734366835255,-15.09,0.6431780562780799,-3.37,0.12239583333333333,-18.449999999999996,0.5999566348655682,3439224.75,2.648025445690113
@Vox,2025,2025-01,1.0,4.0,476605.0,1692364.0,12934.0,113275.0,1406.0,2187.0,27.14,66.93,2.95,1.29,30.09,68.23,476605.0,423091.0,612.0,58.75,,,0.2,0.8,0.21973804143812106,0.780261958561879,39.790000000000006,2.4661016949152543,-1.6600000000000001,0.43728813559322033,38.14,2.2675307411100034,-53514.0,0.8877183411839993
@Vox,2025,2025-02,3.0,4.0,2440570.0,444642.0,63685.0,24113.0,2535.0,284.0,26.09,54.23,1.04,0.64,27.13,54.87,813523.3333333334,111160.5,568.3333333333334,57.5,4.120739396355472,-0.7372657418853155,0.42857142857142855,0.5714285714285714,0.8458893141994418,0.15411068580055814,28.139999999999997,2.0785741663472592,-0.4,0.6153846153846154,27.74,2.022484334684851,-702362.8333333334,0.13664082570874836
@Vox,2025,2025-03,4.0,4.0,3526990.0,2343948.0,74599.0,143143.0,6600.0,1565.0,21.15,61.07,1.87,0.67,23.02,61.74,881747.5,585987.0,1248.25,60.0,0.44515010837632185,4.271539800558652,0.5,0.5,0.6007540873366403,0.39924591266335974,39.92,2.887470449172577,-1.2000000000000002,0.3582887700534759,38.72,2.682015638575152,-295760.5,0.6645746089441705
@Vox,2025,2025-04,5.0,6.0,932609.0,551147.0,19164.0,13468.0,1421.0,641.0,20.55,24.44,1.52,1.16,22.07,25.6,186521.8,91857.83333333333,1894.2,81.33333333333333,-0.7355793466950573,-0.7648638109719157,0.45454545454545453,0.5454545454545454,0.6285460682214596,0.3714539317785404,3.8900000000000006,1.189294403892944,-0.3600000000000001,0.763157894736842,3.530000000000001,1.1599456275487088,-94663.96666666666,0.49247773361255004
@Vox,2025,2025-05,4.0,7.0,758354.0,566113.0,18686.0,17321.0,1342.0,570.0,24.64,30.6,1.77,1.01,26.41,31.6,189588.5,80873.28571428571,2283.25,90.57142857142856,-0.18684679217121003,0.027154280074100035,0.36363636363636365,0.6363636363636364,0.5725729670878927,0.42742703291210726,5.960000000000001,1.2418831168831168,-0.76,0.5706214689265536,5.190000000000001,1.1965164710336995,-108715.21428571429,0.4265727389281824
@Vox,2025,2025-06,8.0,10.0,1930781.0,912202.0,46852.0,23126.0,4023.0,1092.0,24.27,25.35,2.08,1.2,26.35,26.55,241347.625,91220.2,1741.875,88.3,1.5460154492492952,0.6113426118107161,0.4444444444444444,0.5555555555555556,0.6791391295691884,0.3208608704308116,1.0800000000000018,1.0444993819530286,-0.8800000000000001,0.5769230769230769,0.1999999999999993,1.0075901328273245,-150127.425,0.3779618713877959
@Vox,2025,2025-07,4.0,6.0,522359.0,287954.0,12560.0,7555.0,1146.0,325.0,24.04,26.24,2.19,1.13,26.24,27.37,130589.75,47992.333333333336,2532.5,97.66666666666669,-0.7294571471337247,-0.6843308828527015,0.4,0.6,0.6446385532504106,0.35536144674958936,2.1999999999999993,1.0915141430948418,-1.06,0.5159817351598173,1.1300000000000026,1.043064024390244,-82597.41666666666,0.3675045961366289
@Vox,2025,2025-08,7.0,10.0,837275.0,487815.0,20843.0,10109.0,1437.0,972.0,24.89,20.72,1.72,1.99,26.61,22.72,119610.71428571429,48781.5,1966.2857142857144,78.7,0.6028727369491098,0.6940726643838946,0.4117647058823529,0.5882352941176471,0.6318627413986975,0.36813725860130253,-4.170000000000002,0.8324628364805142,0.27,1.1569767441860466,-3.8900000000000006,0.853814355505449,-70829.21428571429,0.407835537905706
@Vox,2025,2025-09,6.0,12.0,735067.0,740419.0,15585.0,18394.0,930.0,1543.0,21.2,24.84,1.27,2.08,22.47,26.93,122511.16666666667,61701.583333333336,2288.5,107.41666666666669,-0.12207219850108986,0.517827455080307,0.3333333333333333,0.6666666666666666,0.4981863602907788,0.5018136397092212,3.6400000000000006,1.1716981132075472,0.81,1.6377952755905512,4.460000000000001,1.1984868713840677,-60809.583333333336,0.5036404844728439
@Vox,2025,2025-10,5.0,14.0,546152.0,699884.0,13659.0,12900.0,1239.0,532.0,25.01,18.43,2.27,0.76,27.28,19.19,109230.4,49991.71428571428,2534.6,74.28571428571429,-0.2570037833285945,-0.05474602893766911,0.2631578947368421,0.7368421052631579,0.4383115736623982,0.5616884263376019,-6.580000000000002,0.736905237904838,-1.51,0.33480176211453744,-8.09,0.7034457478005866,-59238.68571428571,0.4576721708033138
@nytimes,2025,2025-01,,5.0,,89825.0,,3776.0,,437.0,,42.04,,4.87,,46.9,,17965.0,,145.0,,,,,,,,,,,,,,
@nytimes,2025,2025-02,8.0,27.0,1205408.0,1050429.0,46430.0,27799.0,5323.0,2052.0,38.52,26.46,4.42,1.95,42.93,28.42,150676.0,38904.77777777778,248.75,91.55555555555556,,10.694172001113277,0.22857142857142856,0.7714285714285715,0.5343506645205305,0.46564933547946946,-12.060000000000002,0.6869158878504673,-2.4699999999999998,0.4411764705882353,-14.509999999999998,0.6620079198695551,-111771.22222222222,0.2582015568357123
@nytimes,2025,2025-03,4.0,48.0,97057.0,3918780.0,3078.0,216528.0,401.0,14717.0,31.71,55.25,4.13,3.76,35.84,59.01,24264.25,81641.25,236.0,94.79166666666669,-0.9194820342987603,2.7306471927184037,0.07692307692307693,0.9230769230769231,0.024168560626340162,0.9758314393736598,23.54,1.7423525701671396,-0.3700000000000001,0.910411622276029,23.169999999999995,1.6464843749999998,57377.0,3.3646723059645365
@nytimes,2025,2025-04,6.0,55.0,512039.0,7460142.0,3652.0,245063.0,641.0,27086.0,7.13,32.85,1.25,3.63,8.38,36.48,85339.83333333333,135638.94545454546,213.33333333333337,97.85454545454546,4.275652451652122,0.9036899239048888,0.09836065573770492,0.9016393442622951,0.06422822060863896,0.935771779391361,25.720000000000002,4.607293127629734,2.38,2.904,28.099999999999994,4.353221957040572,50299.112121212136,1.5893978246330316
@nytimes,2025,2025-05,4.0,59.0,503624.0,4535186.0,25885.0,165457.0,6016.0,14591.0,51.4,36.48,11.95,3.22,63.34,39.7,125906.0,76867.55932203389,633.0,97.05084745762711,-0.016434295043932234,-0.39207779154874,0.06349206349206349,0.9365079365079365,0.09994899589387177,0.9000510041061283,-14.920000000000002,0.7097276264591439,-8.729999999999999,0.26945606694560675,-23.64,0.6267761288285444,-49038.44067796611,0.6105154585328252
@nytimes,2025,2025-06,3.0,73.0,311935.0,4866406.0,2749.0,157817.0,304.0,17521.0,8.81,32.43,0.97,3.6,9.79,36.03,103978.33333333333,66663.09589041096,233.33333333333337,99.3972602739726,-0.38061927152002284,0.07303338826676575,0.039473684210526314,0.9605263157894737,0.06023840453921439,0.9397615954607856,23.619999999999997,3.681044267877412,2.63,3.711340206185567,26.240000000000002,3.680286006128703,-37315.23744292237,0.6411248743207171
@nytimes,2025,2025-07,3.0,49.0,313337.0,2634425.0,5940.0,82171.0,1383.0,9313.0,18.96,31.19,4.41,3.54,23.37,34.73,104445.66666666667,53763.77551020408,481.3333333333333,104.77551020408164,0.004494526103194563,-0.45865079896745153,0.057692307692307696,0.9423076923076923,0.10629657346827864,0.8937034265317213,12.23,1.645042194092827,-0.8700000000000001,0.8027210884353742,11.359999999999996,1.4860932819854513,-50681.89115646259,0.514753529045763
@nytimes,2025,2025-08,,45.0,,4076402.0,,180685.0,,21311.0,,44.32,,5.23,,49.55,,90586.71111111112,,96.8,0.0,0.5473592909268625,,,,,,,,,,,,
@nytimes,2025,2025-09,4.0,81.0,212326.0,9714549.0,7244.0,232667.0,3180.0,54527.0,34.12,23.95,14.98,5.61,49.09,29.56,53081.5,119932.70370370371,270.75,92.74074074074076,-0.3223717594794103,1.3831184951827615,0.047058823529411764,0.9529411764705882,0.021389007114524964,0.978610992885475,-10.169999999999998,0.7019343493552169,-9.370000000000001,0.37449933244325767,-19.530000000000005,0.6021592992462823,66851.20370370371,2.2594068310749265
@nytimes,2025,2025-10,5.0,76.0,1249415.0,9489755.0,34626.0,308594.0,2278.0,32637.0,27.71,32.52,1.82,3.44,29.54,35.96,249883.0,124865.19736842105,257.8,97.89473684210526,4.884418300161073,-0.023139931663322733,0.06172839506172839,0.9382716049382716,0.1163418588214918,0.8836581411785082,4.810000000000002,1.1735835438469868,1.6199999999999999,1.89010989010989,6.420000000000002,1.2173324306025728,-125017.80263157895,0.49969464656827817
